elementary_invariant,row,column,row_monomial,column_monomial,gram_entry
e3,17,2,f2^2*f3,f0^2*f2,-0.004441870179500924
e3,17,3,f2^2*f3,f0^2*f3,-0.002307101159286464
e3,17,4,f2^2*f3,f0*f1^2,-0.004255069793055359
e3,17,5,f2^2*f3,f0*f1*f2,-0.01015379675856463
e3,17,6,f2^2*f3,f0*f1*f3,0.0022979727632960662
e3,17,7,f2^2*f3,f0*f2^2,0.0005096360071700064
e3,17,8,f2^2*f3,f0*f2*f3,-0.0020217790740536617
e3,17,9,f2^2*f3,f0*f3^2,-0.00142816456545785
e3,17,10,f2^2*f3,f1^3,-0.00044114654021896305
e3,17,11,f2^2*f3,f1^2*f2,-0.0018045690509547161
e3,17,12,f2^2*f3,f1^2*f3,-0.0060960161295952895
e3,17,13,f2^2*f3,f1*f2^2,-0.0037505339384432852
e3,17,14,f2^2*f3,f1*f2*f3,0.005761544988755686
e3,17,15,f2^2*f3,f1*f3^2,0.0026614212152784467
e3,17,16,f2^2*f3,f2^3,-1.467170799927734e-17
e3,17,17,f2^2*f3,f2^2*f3,0.02814907371138117
e3,17,18,f2^2*f3,f2*f3^2,-0.00019206555494130216
e3,17,19,f2^2*f3,f3^3,-0.007035815729104064
e3,18,0,f2*f3^2,f0^3,-0.0002697098657907678
e3,18,1,f2*f3^2,f0^2*f1,0.0011243339692781787
e3,18,2,f2*f3^2,f0^2*f2,-0.008247973383091193
e3,18,3,f2*f3^2,f0^2*f3,-0.0032169383949774612
e3,18,4,f2*f3^2,f0*f1^2,0.006727874114770494
e3,18,5,f2*f3^2,f0*f1*f2,0.005307597085970125
e3,18,6,f2*f3^2,f0*f1*f3,-0.0022092948466198845
e3,18,7,f2*f3^2,f0*f2^2,0.0008626509112833449
e3,18,8,f2*f3^2,f0*f2*f3,0.001627262505143799
e3,18,9,f2*f3^2,f0*f3^2,-0.002511362463663309
e3,18,10,f2*f3^2,f1^3,-0.0006164540735525548
e3,18,11,f2*f3^2,f1^2*f2,0.0026257180142791763
e3,18,12,f2*f3^2,f1^2*f3,0.0024136904704276517
e3,18,13,f2*f3^2,f1*f2^2,-0.005734132725731722
e3,18,14,f2*f3^2,f1*f2*f3,-0.005104255392455622
e3,18,15,f2*f3^2,f1*f3^2,0.0005454122689683061
e3,18,16,f2*f3^2,f2^3,-0.005655658420916452
e3,18,17,f2*f3^2,f2^2*f3,-0.00019206555494130216
e3,18,18,f2*f3^2,f2*f3^2,0.031259749800924996
e3,18,19,f2*f3^2,f3^3,-0.0009973760344241514
e3,19,0,f3^3,f0^3,-0.0010779543647648653
e3,19,1,f3^3,f0^2*f1,-0.00037407748083332205
e3,19,2,f3^3,f0^2*f2,0.0025859929218313
e3,19,3,f3^3,f0^2*f3,-0.002008834644913824
e3,19,4,f3^3,f0*f1^2,0.00240428585052862
e3,19,5,f3^3,f0*f1*f2,-0.005576953455163329
e3,19,6,f3^3,f0*f1*f3,-0.001440746420851975
e3,19,7,f3^3,f0*f2^2,-0.00023997253080457922
e3,19,8,f3^3,f0*f2*f3,0.003638189217296285
e3,19,9,f3^3,f0*f3^2,5.7425184707747313e-05
e3,19,10,f3^3,f1^3,0.00018881340370418894
e3,19,11,f3^3,f1^2*f2,0.0005843293355350895
e3,19,12,f3^3,f1^2*f3,-0.005995248105738684
e3,19,13,f3^3,f1*f2^2,0.0009667880384369559
e3,19,14,f3^3,f1*f2*f3,-0.0020760887469602595
e3,19,15,f3^3,f1*f3^2,0.0011886569268465391
e3,19,16,f3^3,f2^3,-0.0008557242436040628
e3,19,17,f3^3,f2^2*f3,-0.007035815729104064
e3,19,18,f3^3,f2*f3^2,-0.0009973760344241514
e3,19,19,f3^3,f3^3,0.004972142238119238
